# NO3, NO2, NH4, Nstar, TA, DIC
7.708869356294714237e+01,2.947228584776784828e+03,1.517423498479185000e+14,2.309077357613988468e+01,1.518686896969379774e+01,7.012235026200600352e+00
5.248829227282472232e+01,2.032775383285242788e+04,inf,1.002219051416020079e+02,4.458888187828505600e+00,5.694916581188355309e+00
5.390673467918133355e+01,4.961630741982258996e+02,1.189427061108766065e+05,4.175612361001912376e+01,4.463207005287886631e+01,6.518075484807670072e+00
1.639426761658706155e+01,5.060692019699957882e+02,2.508403240781618282e+07,3.890168861488586316e+01,2.911426757710344759e+00,2.207660992940770672e+00
1.261694953472705194e+01,2.224356889575613877e+03,4.953481473526006994e+03,1.488379432617643872e+01,5.174898206160214009e+00,5.695509875695787372e+00
1.607239375499753464e+01,3.391050807276486267e+01,4.746925913344900619e+04,8.403406143836172077e+02,3.019068416741224059e+00,3.955411216185431567e+00
2.943506215920798041e+01,2.101264934128785455e+02,8.717858544277672991e+03,1.687369831252606787e+02,1.161722089016818060e+00,4.703587974817123651e+00
4.846174981662876746e+00,1.959020465006792122e+01,3.243940306181542837e+03,9.763935134490468570e+00,4.168168858315594250e+00,3.822379841357467001e+00
5.209154178729341567e+01,8.024523270321233781e+01,4.479741716105032538e+04,1.072825822516011662e+01,4.986367890255094970e+00,4.944435249362765461e+00
7.708082359391100624e+01,7.359729304180216047e+01,5.252684687345936254e+04,8.749906076757314111e+01,3.591875803766072295e+00,4.286951490319349745e+00
2.030649017580686166e+00,1.662070291554250900e+01,6.877027538665838074e+04,5.635665666603510537e+00,3.710139242869248122e+00,3.667409381907170918e+00
8.282657847360477277e+00,1.556711024915066162e+02,2.269795648073426128e+04,1.138628330248475429e+01,4.649800547494422176e+00,4.377931302302084937e+00
2.090840795648185590e+01,4.470126767999993262e+02,1.515584713715114412e+04,1.318797639795037924e+01,5.082380484564255951e+00,4.765650975728452643e+00
5.207165721821896298e+00,1.457151152222301062e+04,6.795441817246383360e+17,1.178667891084233643e+00,4.299263642386035755e+00,4.444742931211659531e+00
4.781521381765942991e+00,5.191378282875053883e+08,9.014493459068417600e+16,9.009411832021697819e+00,4.550927126176823379e+00,4.441232039499745987e+00
1.112264102615193337e+02,3.814784643684768940e+21,6.992444525355394185e+07,2.970539921944481065e+01,3.917536637578305392e+00,4.579259647459594795e+00
